near-normal,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
10.5,d_19640201,89.5,35.7,0,0,0,0,0,0,0,0,0
6.3,d_19640301,93.7,59.5,0,0,0,0,0,0,0,0,0
5.7,d_19640401,94.3,43,0,0,0,0,0,0,0,0,0
4.8,d_19640501,95.2,60.3,0,0,0,0,0,0,0,0,0
0,d_19640601,100,91.3,0,0,0,0,0,0,0,0,0
0,d_19640701,100,100,0.3,0,0,0,0,0,0,0,0
0,d_19640801,100,100,83.8,8.9,0,0,0,0,0,0,0
0,d_19640901,100,77.1,0,0,0,0,0,0,0,0,0
10.1,d_19641001,89.9,31.9,0,0,0,0,0,0,0,0,0
100,d_19641101,0,0,0,0,0,0,0,0,0,0,0
32.8,d_19641201,1,0,0,0,0,0,66.1,30.9,0,0,0
99,d_19650101,1.1,0.3,0,0,0,0,0,0,0,0,0
11.9,d_19650201,88,34,0.9,0,0,0,0,0,0,0,0
0.9,d_19650301,99.1,64.3,0,0,0,0,0,0,0,0,0
99,d_19650401,1,0,0,0,0,0,0,0,0,0,0
98.6,d_19650501,1.4,0,0,0,0,0,0,0,0,0,0
98.7,d_19650601,1.3,0,0,0,0,0,0,0,0,0,0
98.8,d_19650701,1.2,0,0,0,0,0,0,0,0,0,0
99.3,d_19650801,0.7,0,0,0,0,0,0,0,0,0,0
74.5,d_19650901,25.5,0,0,0,0,0,0,0,0,0,0
100,d_19651001,0,0,0,0,0,0,0,0,0,0,0
0,d_19651101,0,0,0,0,0,0,100,100,100,92.8,8.5
0,d_19651201,0,0,0,0,0,0,100,100,100,100,100
0,d_19660101,0,0,0,0,0,0,100,100,5.3,0,0
6.5,d_19660201,0,0,0,0,0,0,93.5,18.8,0,0,0
93.5,d_19660301,0,0,0,0,0,0,6.5,0,0,0,0
100,d_19660401,0,0,0,0,0,0,0,0,0,0,0
100,d_19660501,0,0,0,0,0,0,0,0,0,0,0
100,d_19660601,0,0,0,0,0,0,0,0,0,0,0
100,d_19660701,0,0,0,0,0,0,0,0,0,0,0
0,d_19660801,100,71.7,0,0,0,0,0,0,0,0,0
0,d_19660901,99.9,99.9,93,58.6,0.7,0,0,0,0,0,0
0,d_19661001,100,100,95.8,90.7,15.8,0,0,0,0,0,0
65.4,d_19661101,34.6,18.1,2.8,0,0,0,0,0,0,0,0
6.7,d_19661201,0,0,0,0,0,0,93.2,86,35.1,6.3,0
4.2,d_19670101,0,0,0,0,0,0,95.8,88.3,26.3,0,0
34,d_19670201,1,0,0,0,0,0,65,17.2,0,0,0
43,d_19670301,2.5,0.5,0,0,0,0,54.6,14.9,0,0,0
10.9,d_19670401,0,0,0,0,0,0,89.1,68.6,5.2,0,0
12.4,d_19670501,0,0,0,0,0,0,87.6,65,3,0,0
12.4,d_19670601,0,0,0,0,0,0,87.6,64.7,3,0,0
8.1,d_19670701,0,0,0,0,0,0,91.9,76.2,10.3,0,0
28,d_19670801,0,0,0,0,0,0,72.1,19.6,0,0,0
85.7,d_19670901,1,0,0,0,0,0,13.2,0,0,0,0
99,d_19671001,1,0,0,0,0,0,0,0,0,0,0
0.7,d_19671101,0,0,0,0,0,0,99.4,99,95.5,90.5,24.2
1,d_19671201,0,0,0,0,0,0,99,99,95.3,65.8,0.2
88.5,d_19680101,1,0,0,0,0,0,10.5,0,0,0,0
83.5,d_19680201,16.5,1,0,0,0,0,0,0,0,0,0
78.8,d_19680301,21.1,1,0,0,0,0,0,0,0,0,0
73.9,d_19680401,26,1,0,0,0,0,0,0,0,0,0
67.8,d_19680501,32.1,2.5,0,0,0,0,0,0,0,0,0
63.8,d_19680601,36.2,2.9,0,0,0,0,0,0,0,0,0
73.9,d_19680701,26,1,0,0,0,0,0,0,0,0,0
0,d_19680801,100,91.1,14.7,0,0,0,0,0,0,0,0
4.7,d_19680901,95.3,57.2,2.2,0,0,0,0,0,0,0,0
74.9,d_19681001,25.1,0,0,0,0,0,0,0,0,0,0
99.1,d_19681101,0.9,0,0,0,0,0,0,0,0,0,0
28.5,d_19681201,71.5,32,0,0,0,0,0,0,0,0,0
0,d_19690101,0,0,0,0,0,0,100,99,86.2,55.9,6.9
0,d_19690201,0,0,0,0,0,0,99.9,98.9,98.9,97.5,51.6
1,d_19690301,0,0,0,0,0,0,98.9,98.9,93.9,57.5,22.1
1,d_19690401,0,0,0,0,0,0,99,99,93.6,57.8,20.7
1,d_19690501,0,0,0,0,0,0,99,99,91.3,55.5,19.5
1,d_19690601,0,0,0,0,0,0,99,99,92.8,57.3,19.9
1,d_19690701,0,0,0,0,0,0,98.9,98.9,93.6,59,21.6
1,d_19690801,0,0,0,0,0,0,98.9,98.9,95.8,65.7,21.6
1,d_19690901,0,0,0,0,0,0,98.9,98.9,98.9,78,27.2
30.2,d_19691001,0,0,0,0,0,0,69.8,47.6,1.6,0,0
20.8,d_19691101,79.1,3,0,0,0,0,0,0,0,0,0
10.6,d_19691201,89.4,39.7,0,0,0,0,0,0,0,0,0
1.3,d_19700101,98.7,69.6,0,0,0,0,0,0,0,0,0
16.1,d_19700201,84,17.9,0,0,0,0,0,0,0,0,0
65.1,d_19700301,35,2.5,0,0,0,0,0,0,0,0,0
29.4,d_19700401,70.6,19.4,0,0,0,0,0,0,0,0,0
17.2,d_19700501,82.7,33.3,0,0,0,0,0,0,0,0,0
21.9,d_19700601,78.1,28.7,0,0,0,0,0,0,0,0,0
34.6,d_19700701,65.3,16.4,0,0,0,0,0,0,0,0,0
21,d_19700801,78.9,24.1,1,0,0,0,0,0,0,0,0
91,d_19700901,9,1,0,0,0,0,0,0,0,0,0
90.1,d_19701001,9.9,1,0.6,0,0,0,0,0,0,0,0
6.8,d_19701101,0,0,0,0,0,0,93.2,90.2,0.7,0,0
3,d_19701201,0,0,0,0,0,0,97,93.4,87,14.5,0
7.6,d_19710101,0,0,0,0,0,0,92.5,69.9,0,0,0
93.7,d_19710201,0,0,0,0,0,0,6.3,0,0,0,0
95.2,d_19710301,4.8,0.9,0,0,0,0,0,0,0,0,0
96.6,d_19710401,3.4,0.2,0,0,0,0,0,0,0,0,0
98.6,d_19710501,1.4,0,0,0,0,0,0,0,0,0,0
99,d_19710601,1,0,0,0,0,0,0,0,0,0,0
99,d_19710701,1,0,0,0,0,0,0,0,0,0,0
0.1,d_19710801,99.9,27.6,1,0,0,0,0,0,0,0,0
0,d_19710901,100,100,85.3,0,0,0,0,0,0,0,0
0,d_19711001,100,95.9,17.8,0,0,0,0,0,0,0,0
0,d_19711101,100,98.3,67,0,0,0,0,0,0,0,0
1,d_19711201,0,0,0,0,0,0,99,96.1,10.1,0.6,0
91.1,d_19720101,1,0,0,0,0,0,7.9,0,0,0,0
66.1,d_19720201,33.8,1,1,0,0,0,0,0,0,0,0
0.2,d_19720301,99.7,71.7,2,1,0,0,0,0,0,0,0
0,d_19720401,99.9,97.6,12.1,1.3,1,0,0,0,0,0,0
0,d_19720501,100,99.1,22.1,3.4,1,0,0,0,0,0,0
0,d_19720601,99.9,97.8,18,2.4,1,0,0,0,0,0,0
0,d_19720701,99.9,96.5,12.5,1,1,0,0,0,0,0,0
0.6,d_19720801,99.4,59.8,2.4,1,0,0,0,0,0,0,0
0,d_19720901,100,100,100,100,100,0,0,0,0,0,0
0,d_19721001,100,100,100,100,100,0,0,0,0,0,0
52.7,d_19721101,47.2,5.8,0,0,0,0,0,0,0,0,0
99.5,d_19721201,0.5,0,0,0,0,0,0,0,0,0,0
38.7,d_19730101,0,0,0,0,0,0,61.3,0,0,0,0
1,d_19730201,0,0,0,0,0,0,99,98.1,31.2,0.4,0
1,d_19730301,0,0,0,0,0,0,98.9,94.3,12.9,0,0
1,d_19730401,0,0,0,0,0,0,98.9,65.9,0.7,0,0
1,d_19730501,0,0,0,0,0,0,99,59.3,0,0,0
1,d_19730601,0,0,0,0,0,0,99,63.4,0,0,0
1,d_19730701,0,0,0,0,0,0,99,70.7,2.2,0,0
26,d_19730801,0,0,0,0,0,0,74.1,19,0,0,0
2.4,d_19730901,0,0,0,0,0,0,97.7,54.4,0,0,0
12,d_19731001,0,0,0,0,0,0,88,39.7,0,0,0
100,d_19731101,0,0,0,0,0,0,0,0,0,0,0
0.8,d_19731201,99.1,48,0,0,0,0,0,0,0,0,0
9.6,d_19740101,0,0,0,0,0,0,90.4,9.8,0,0,0
100,d_19740201,0,0,0,0,0,0,0,0,0,0,0
100,d_19740301,0,0,0,0,0,0,0,0,0,0,0
100,d_19740401,0,0,0,0,0,0,0,0,0,0,0
99,d_19740501,1,0,0,0,0,0,0,0,0,0,0
100,d_19740601,0,0,0,0,0,0,0,0,0,0,0
100,d_19740701,0,0,0,0,0,0,0,0,0,0,0
100,d_19740801,0,0,0,0,0,0,0,0,0,0,0
99.4,d_19740901,0,0,0,0,0,0,0.6,0,0,0,0
9.1,d_19741001,91,23.9,0,0,0,0,0,0,0,0,0
64.1,d_19741101,35.9,2.6,0,0,0,0,0,0,0,0,0
88.6,d_19741201,0,0,0,0,0,0,11.4,3.9,0,0,0
82,d_19750101,18,0,0,0,0,0,0,0,0,0,0
92.2,d_19750201,7.8,0,0,0,0,0,0,0,0,0,0
99.9,d_19750301,0,0,0,0,0,0,0.1,0,0,0,0
94.9,d_19750401,0,0,0,0,0,0,5.1,0,0,0,0
98.2,d_19750501,0,0,0,0,0,0,1.8,0,0,0,0
96.9,d_19750601,0,0,0,0,0,0,3.1,0,0,0,0
98.4,d_19750701,1.6,0,0,0,0,0,0,0,0,0,0
99.6,d_19750801,0,0,0,0,0,0,0.4,0,0,0,0
97,d_19750901,3,0,0,0,0,0,0,0,0,0,0
50.2,d_19751001,0,0,0,0,0,0,49.8,0,0,0,0
81.2,d_19751101,0,0,0,0,0,0,18.9,3.5,0,0,0
2.7,d_19751201,97.2,89.5,66.4,15.6,0.9,0,0,0,0,0,0
0,d_19760101,100,100,100,100,93.7,0,0,0,0,0,0
5.4,d_19760201,94.7,83.9,34.8,11.3,0,0,0,0,0,0,0
0.6,d_19760301,99.5,95.1,45.5,16.7,0,0,0,0,0,0,0
0.6,d_19760401,99.4,94.1,44.7,16.3,0,0,0,0,0,0,0
0.4,d_19760501,99.6,95,61.1,22.1,2.2,0,0,0,0,0,0
0.6,d_19760601,99.4,95,48.9,18.1,0,0,0,0,0,0,0
0.4,d_19760701,99.5,94.9,46.3,15.3,0,0,0,0,0,0,0
4,d_19760801,95.9,78.8,10.1,0,0,0,0,0,0,0,0
84.4,d_19760901,15.6,0,0,0,0,0,0,0,0,0,0
90,d_19761001,0,0,0,0,0,0,10,0,0,0,0
9.6,d_19761101,90.3,9.8,0,0,0,0,0,0,0,0,0
6.5,d_19761201,93.5,65.7,0,0,0,0,0,0,0,0,0
91.3,d_19770101,8.7,0,0,0,0,0,0,0,0,0,0
4.4,d_19770201,95.6,75,0.9,0,0,0,0,0,0,0,0
4.4,d_19770301,95.6,82.6,1,0,0,0,0,0,0,0,0
0,d_19770401,100,92.9,23.8,1,0,0,0,0,0,0,0
6.6,d_19770501,93.4,78.1,0.9,0,0,0,0,0,0,0,0
0,d_19770601,100,88.5,1.8,0,0,0,0,0,0,0,0
0,d_19770701,99.9,91.5,1,0,0,0,0,0,0,0,0
67.9,d_19770801,26,11.1,0,0,0,6.1,0,0,0,0,0
81.2,d_19770901,18.8,0,0,0,0,0,0,0,0,0,0
5.5,d_19771001,94.4,62.5,0,0,0,0,0,0,0,0,0
22.7,d_19771101,77.3,16.2,0,0,0,0,0,0,0,0,0
45.1,d_19771201,0,0,0,0,0,0,55,4.9,0,0,0
0,d_19780101,0,0,0,0,0,0,100,100,12.4,0,0
0,d_19780201,0,0,0,0,0,0,100,100,100,51.2,0
0,d_19780301,0,0,0,0,0,0,100,100,100,100,99
0,d_19780401,0,0,0,0,0,0,100,100,100,100,99
0,d_19780501,0,0,0,0,0,0,100,100,100,100,99
0,d_19780601,0,0,0,0,0,0,100,100,100,100,99
0,d_19780701,0,0,0,0,0,0,100,100,100,100,100
0,d_19780801,0,0,0,0,0,0,100,100,100,100,100
0,d_19780901,0,0,0,0,0,0,100,100,100,100,98.7
0,d_19781001,0,0,0,0,0,0,100,100,100,100,99
0,d_19781101,0,0,0,0,0,0,99.9,99.9,99.9,98.9,88.5
37,d_19781201,0,0,0,0,0,0,62.9,6.6,0,0,0
15.1,d_19790101,0,0,0,0,0,0,84.9,45.4,0,0,0
8.6,d_19790201,0,0,0,0,0,0,91.4,27,0,0,0
1,d_19790301,0,0,0,0,0,0,99,88.2,0.6,0,0
3.3,d_19790401,0,0,0,0,0,0,96.7,64.6,0,0,0
4.2,d_19790501,0,0,0,0,0,0,95.8,48,0,0,0
11.7,d_19790601,0,0,0,0,0,0,88.3,24.2,0,0,0
4.2,d_19790701,0,0,0,0,0,0,95.8,42.8,0,0,0
11.1,d_19790801,0,0,0,0,0,0,88.9,16.1,0,0,0
1.5,d_19790901,0,0,0,0,0,0,98.5,46.4,0,0,0
48.9,d_19791001,0,0,0,0,0,0,51.1,0,0,0,0
80.2,d_19791101,0,0,0,0,0,0,19.8,0,0,0,0
0,d_19791201,99.9,89.7,34.9,6.9,0,0,0,0,0,0,0
63.6,d_19800101,0,0,0,0,0,0,36.4,4.9,0,0,0
3.1,d_19800201,0,0,0,0,0,0,97,85.5,62.5,17.3,0
0,d_19800301,0,0,0,0,0,0,100,85.1,57.7,14.2,0
0,d_19800401,0,0,0,0,0,0,99.9,88.7,51.3,3.1,0
0,d_19800501,0,0,0,0,0,0,99.9,93.9,51.7,5.5,0
0,d_19800601,0,0,0,0,0,0,100,93,51,2.2,0
0,d_19800701,0,0,0,0,0,0,100,97.7,54.3,9.6,0
0,d_19800801,0,0,0,0,0,0,100,100,57.3,10.6,0
0,d_19800901,0,0,0,0,0,0,100,100,70.4,37.9,0
0,d_19801001,0,0,0,0,0,0,100,100,51.5,0,0
75.8,d_19801101,21.3,1,0,0,0,0,2.8,0,0,0,0
4,d_19801201,95.9,91.6,76.8,24.9,0,0,0,0,0,0,0
0.8,d_19810101,99.3,62,8.8,2.5,0,0,0,0,0,0,0
0,d_19810201,100,100,12.2,4.6,0,0,0,0,0,0,0
66.3,d_19810301,33.7,0,0,0,0,0,0,0,0,0,0
58.2,d_19810401,41.8,3.8,0,0,0,0,0,0,0,0,0
34.8,d_19810501,65.2,18.3,0,0,0,0,0,0,0,0,0
43.3,d_19810601,56.7,11.2,0,0,0,0,0,0,0,0,0
62.3,d_19810701,37.7,0,0,0,0,0,0,0,0,0,0
99.6,d_19810801,0.4,0,0,0,0,0,0,0,0,0,0
100,d_19810901,0,0,0,0,0,0,0,0,0,0,0
97,d_19811001,0,0,0,0,0,0,3,0,0,0,0
11.6,d_19811101,0,0,0,0,0,0,88.4,24,0,0,0
11.6,d_19811201,88.4,36.3,0,0,0,0,0,0,0,0,0
71.4,d_19820101,28.6,0,0,0,0,0,0,0,0,0,0
4.9,d_19820201,95,75.2,0,0,0,0,0,0,0,0,0
88.3,d_19820301,11.7,0,0,0,0,0,0,0,0,0,0
95.8,d_19820401,0.9,0,0,0,0,0,3.4,1.4,0,0,0
90.6,d_19820501,6.4,0,0,0,0,0,3,1.3,0,0,0
93.7,d_19820601,2.9,0,0,0,0,0,3.4,1.4,0,0,0
96.4,d_19820701,1.2,0,0,0,0,0,2.4,0.4,0,0,0
91.3,d_19820801,6.4,0,0,0,0,0,2.4,0.4,0,0,0
93.4,d_19820901,0,0,0,0,0,0,6.7,3.8,0.4,0,0
82.5,d_19821001,0,0,0,0,0,0,17.5,5.7,1.4,0.2,0
0,d_19821101,0,0,0,0,0,0,100,100,94.2,77.5,6.5
1,d_19821201,0,0,0,0,0,0,99,92.9,26.5,3,0.3
0.5,d_19830101,0,0,0,0,0,0,99.4,98.9,71,3.4,0
0,d_19830201,0,0,0,0,0,0,100,100,89.9,9.3,0
0,d_19830301,0,0,0,0,0,0,100,100,100,100,14.9
0,d_19830401,0,0,0,0,0,0,100,100,100,100,61.9
0,d_19830501,0,0,0,0,0,0,100,100,100,100,61.9
0,d_19830601,0,0,0,0,0,0,100,100,100,99.8,41.5
0,d_19830701,0,0,0,0,0,0,100,100,100,100,52.3
0,d_19830801,0,0,0,0,0,0,100,100,100,88.7,0
0,d_19830901,0,0,0,0,0,0,100,100,100,97.8,1.4
0,d_19831001,0,0,0,0,0,0,100,100,100,98.8,25.8
0,d_19831101,0,0,0,0,0,0,100,100,100,100,100
0,d_19831201,0,0,0,0,0,0,99.9,99.9,94.3,82.4,19.5
60.9,d_19840101,0,0,0,0,0,0,39.1,1,0,0,0
97.9,d_19840201,2.1,0,0,0,0,0,0,0,0,0,0
32.5,d_19840301,67.4,6.4,0,0,0,0,0,0,0,0,0
15.1,d_19840401,84.9,34.3,0,0,0,0,0,0,0,0,0
8,d_19840501,92,61.6,1.7,0,0,0,0,0,0,0,0
6.1,d_19840601,93.9,84.2,5.6,0,0,0,0,0,0,0,0
1.8,d_19840701,98.2,91,61.6,3.1,0,0,0,0,0,0,0
0,d_19840801,100,100,92.2,87.5,6.5,0,0,0,0,0,0
0,d_19840901,100,100,96.2,92,87.9,0,0,0,0,0,0
0,d_19841001,99.9,99.9,92.6,88.3,37.8,0,0,0,0,0,0
16.7,d_19841101,83.3,47.3,0.4,0,0,0,0,0,0,0,0
9.4,d_19841201,0,0,0,0,0,0,90.5,33.1,7.3,1,0
89.7,d_19850101,0,0,0,0,0,0,10.3,7.3,0,0,0
89.2,d_19850201,5.7,0,0,0,0,0,5.1,0,0,0,0
72.2,d_19850301,27.8,6.1,0,0,0,0,0,0,0,0,0
36.4,d_19850401,63.6,10.5,0,0,0,0,0,0,0,0,0
17.1,d_19850501,82.9,26.1,1.7,0,0,0,0,0,0,0,0
13.1,d_19850601,86.9,34.7,0,0,0,0,0,0,0,0,0
17.9,d_19850701,82,14.7,0,0,0,0,0,0,0,0,0
8.1,d_19850801,91.9,68.9,3.3,0,0,0,0,0,0,0,0
0,d_19850901,100,99.6,72.3,21.2,0,0,0,0,0,0,0
0,d_19851001,100,100,44.7,6.2,0,0,0,0,0,0,0
90.2,d_19851101,9.8,0,0,0,0,0,0,0,0,0,0
88.9,d_19851201,11.1,1.4,0,0,0,0,0,0,0,0,0
97.2,d_19860101,0,0,0,0,0,0,2.8,0,0,0,0
30.3,d_19860201,0,0,0,0,0,0,69.7,23.1,0,0,0
15.4,d_19860301,0,0,0,0,0,0,84.6,42.3,1.4,0,0
15.9,d_19860401,0,0,0,0,0,0,84.1,39.8,2.1,0,0
17.9,d_19860501,0,0,0,0,0,0,82.2,34.7,1.7,0,0
21.7,d_19860601,0,0,0,0,0,0,78.3,35.4,1.7,0,0
16.1,d_19860701,0,0,0,0,0,0,83.9,41.6,3.6,0,0
60.8,d_19860801,0,0,0,0,0,0,39.2,11.1,0,0,0
23.2,d_19860901,0,0,0,0,0,0,76.8,42.5,0,0,0
11.7,d_19861001,0,0,0,0,0,0,88.3,66.9,4.7,0,0
44.3,d_19861101,0,0,0,0,0,0,55.7,15.9,0,0,0
13,d_19861201,86.9,20.4,0,0,0,0,0,0,0,0,0
0.3,d_19870101,99.7,69.6,0,0,0,0,0,0,0,0,0
0,d_19870201,100,100,21.2,3.2,0,0,0,0,0,0,0
0,d_19870301,100,92.7,17.4,0,0,0,0,0,0,0,0
0,d_19870401,100,99.9,66.5,5.4,0,0,0,0,0,0,0
0,d_19870501,100,99.9,77.7,16.3,0,0,0,0,0,0,0
0,d_19870601,100,100,88.1,40.9,0,0,0,0,0,0,0
0,d_19870701,100,97.9,82.3,18.8,0,0,0,0,0,0,0
0,d_19870801,100,95.5,77.2,22.1,0,0,0,0,0,0,0
1.3,d_19870901,98.6,80.4,1.1,0,0,0,0,0,0,0,0
72.3,d_19871001,27.7,0,0,0,0,0,0,0,0,0,0
81.8,d_19871101,0,0,0,0,0,0,18.1,10.2,0,0,0
37.6,d_19871201,0,0,0,0,0,0,62.4,26,11.7,1.3,0
62.2,d_19880101,0,0,0,0,0,0,37.8,21.7,3.1,0,0
76.1,d_19880201,0,0,0,0,0,0,24,15.9,0,0,0
89,d_19880301,0,0,0,0,0,0,11,0.2,0,0,0
79.6,d_19880401,0,0,0,0,0,0,20.4,8.3,0,0,0
80.7,d_19880501,0,0,0,0,0,0,19.2,7.8,0,0,0
80.3,d_19880601,0,0,0,0,0,0,19.7,8.3,0,0,0
83.9,d_19880701,0.6,0,0,0,0,0,15.5,0,0,0,0
99.9,d_19880801,0.1,0,0,0,0,0,0,0,0,0,0
87,d_19880901,13,0.1,0,0,0,0,0,0,0,0,0
73.7,d_19881001,26.3,0,0,0,0,0,0,0,0,0,0
59.2,d_19881101,40.8,1.7,0,0,0,0,0,0,0,0,0
1.5,d_19881201,0,0,0,0,0,0,98.5,13.5,0,0,0
53.6,d_19890101,46.4,3.6,0,0,0,0,0,0,0,0,0
57.1,d_19890201,42.9,0,0,0,0,0,0,0,0,0,0
0.4,d_19890301,99.6,49.3,0,0,0,0,0,0,0,0,0
0,d_19890401,100,83.1,0,0,0,0,0,0,0,0,0
0,d_19890501,100,91,0,0,0,0,0,0,0,0,0
0,d_19890601,100,87.4,0,0,0,0,0,0,0,0,0
0,d_19890701,100,76.7,0,0,0,0,0,0,0,0,0
0,d_19890801,99.9,55.7,0,0,0,0,0,0,0,0,0
0,d_19890901,100,100,0.6,0,0,0,0,0,0,0,0
0,d_19891001,100,23,0,0,0,0,0,0,0,0,0
0,d_19891101,100,100,99.8,78.2,4,0,0,0,0,0,0
0,d_19891201,100,100,100,100,74.5,0,0,0,0,0,0
0,d_19900101,100,100,35.2,0.6,0,0,0,0,0,0,0
0,d_19900201,100,100,34.7,4,0,0,0,0,0,0,0
0,d_19900301,100,100,97.8,60.9,9.5,0,0,0,0,0,0
0,d_19900401,100,100,100,82.5,25.5,0,0,0,0,0,0
0,d_19900501,100,100,99.1,73.7,14.8,0,0,0,0,0,0
0,d_19900601,100,100,100,77.5,19.7,0,0,0,0,0,0
0,d_19900701,99.9,99.9,99.9,81,18.1,0,0,0,0,0,0
0,d_19900801,100,100,86.2,30.4,0.4,0,0,0,0,0,0
0,d_19900901,100,75.4,0.5,0,0,0,0,0,0,0,0
0,d_19901001,100,95.1,19.4,4.4,0,0,0,0,0,0,0
0,d_19901101,100,100,100,97,59.8,0,0,0,0,0,0
0,d_19901201,100,100,100,96.1,30.5,0,0,0,0,0,0
0,d_19910101,100,100,98.6,34.1,0,0,0,0,0,0,0
0,d_19910201,100,98.9,67.9,10.5,1.7,0,0,0,0,0,0
96.2,d_19910301,0,0,0,0,0,0,3.8,0,0,0,0
100,d_19910401,0,0,0,0,0,0,0,0,0,0,0
100,d_19910501,0,0,0,0,0,0,0,0,0,0,0
100,d_19910601,0,0,0,0,0,0,0,0,0,0,0
100,d_19910701,0,0,0,0,0,0,0,0,0,0,0
95.8,d_19910801,0,0,0,0,0,0,4.2,0,0,0,0
15.9,d_19910901,0,0,0,0,0,0,84.1,8.8,0,0,0
0,d_19911001,0,0,0,0,0,0,100,93.8,1.7,0,0
0,d_19911101,0,0,0,0,0,0,100,97.5,48.6,14.3,0
90.3,d_19911201,9.8,2.1,0,0,0,0,0,0,0,0,0
100,d_19920101,0,0,0,0,0,0,0,0,0,0,0
3.8,d_19920201,0,0,0,0,0,0,96.2,92.6,0,0,0
3.2,d_19920301,0,0,0,0,0,0,96.8,94.4,21.2,0,0
4,d_19920401,0,0,0,0,0,0,96,90.6,7.9,0,0
4.2,d_19920501,0,0,0,0,0,0,95.7,89.9,6.4,0,0
4.2,d_19920601,0,0,0,0,0,0,95.7,89.9,7.1,0,0
3.8,d_19920701,0,0,0,0,0,0,96.2,92.6,13.9,0,0
2.1,d_19920801,0,0,0,0,0,0,98,95.9,29.9,0.6,0
3.8,d_19920901,0,0,0,0,0,0,96.2,92.6,2.3,0,0
1.2,d_19921001,0,0,0,0,0,0,98.8,96.2,84.2,21.4,0
70.9,d_19921101,3.4,0,0,0,0,0,25.7,1.1,0,0,0
76.5,d_19921201,1,0,0,0,0,0,22.5,1.7,0,0,0
0,d_19930101,0,0,0,0,0,0,99.9,99.9,97.2,71.2,15.9
0,d_19930201,0,0,0,0,0,0,100,100,100,94.5,62
0,d_19930301,0,0,0,0,0,0,100,100,100,92.1,48.1
0,d_19930401,0,0,0,0,0,0,100,100,100,80.2,18.2
0,d_19930501,0,0,0,0,0,0,99.9,99.9,99.9,79.9,18.2
0,d_19930601,0,0,0,0,0,0,100,100,100,82.4,21.3
0,d_19930701,0,0,0,0,0,0,100,100,100,80.9,21.1
0,d_19930801,0,0,0,0,0,0,100,100,100,89,35
0,d_19930901,0,0,0,0,0,0,100,100,98.7,67.8,0.6
0,d_19931001,0,0,0,0,0,0,100,73.7,0,0,0
100,d_19931101,0,0,0,0,0,0,0,0,0,0,0
0,d_19931201,100,97,3.8,0,0,0,0,0,0,0,0
0,d_19940101,99.9,97.2,0,0,0,0,0,0,0,0,0
88.1,d_19940201,11.9,0,0,0,0,0,0,0,0,0,0
47.7,d_19940301,52.3,1.1,0,0,0,0,0,0,0,0,0
19.9,d_19940401,80.2,1.1,0,0,0,0,0,0,0,0,0
25.1,d_19940501,75,1.7,0,0,0,0,0,0,0,0,0
31.6,d_19940601,68.4,1.1,0,0,0,0,0,0,0,0,0
50.1,d_19940701,49.8,0.7,0,0,0,0,0,0,0,0,0
87.2,d_19940801,12.8,0,0,0,0,0,0,0,0,0,0
100,d_19940901,0,0,0,0,0,0,0,0,0,0,0
88.7,d_19941001,0,0,0,0,0,0,11.3,0,0,0,0
96.4,d_19941101,3.6,0,0,0,0,0,0,0,0,0,0
57.1,d_19941201,42.5,0,0,0,0,0,0.4,0,0,0,0
0,d_19950101,0,0,0,0,0,0,100,100,100,100,67.2
0,d_19950201,0,0,0,0,0,0,100,100,95.5,29.2,0
0,d_19950301,0,0,0,0,0,0,100,100,100,98.5,45.7
0,d_19950401,0,0,0,0,0,0,100,100,100,97.6,26.5
0,d_19950501,0,0,0,0,0,0,100,100,100,99,54.9
0,d_19950601,0,0,0,0,0,0,100,100,100,100,55.1
0,d_19950701,0,0,0,0,0,0,100,100,100,100,67.2
0,d_19950801,0,0,0,0,0,0,100,100,100,100,58.5
0,d_19950901,0,0,0,0,0,0,100,100,100,100,79
1.7,d_19951001,0,0,0,0,0,0,98.3,59.5,1.7,0,0
0,d_19951101,0,0,0,0,0,0,100,100,54.3,1.7,0
60.6,d_19951201,39.5,1.1,0,0,0,0,0,0,0,0,0
23.8,d_19960101,76.2,2.9,0,0,0,0,0,0,0,0,0
96,d_19960201,3.4,0,0,0,0,0,0.6,0,0,0,0
86.1,d_19960301,13.9,1.5,0,0,0,0,0,0,0,0,0
83,d_19960401,17,7.8,0,0,0,0,0,0,0,0,0
77,d_19960501,23,10,0,0,0,0,0,0,0,0,0
80.1,d_19960601,19.8,8.3,0,0,0,0,0,0,0,0,0
84.3,d_19960701,15.7,2.4,0,0,0,0,0,0,0,0,0
97.3,d_19960801,2.7,0,0,0,0,0,0,0,0,0,0
94.3,d_19960901,5.7,0,0,0,0,0,0,0,0,0,0
27.1,d_19961001,0,0,0,0,0,0,72.9,7.7,0,0,0
66.2,d_19961101,0.2,0,0,0,0,0,33.6,0,0,0,0
3.5,d_19961201,0,0,0,0,0,0,96.5,88.2,53.4,2.9,0
3.1,d_19970101,0,0,0,0,0,0,96.9,89.3,52.8,0.6,0
13,d_19970201,0,0,0,0,0,0,87.1,33.5,0,0,0
98.1,d_19970301,0,0,0,0,0,0,1.9,0,0,0,0
92,d_19970401,7.4,0,0,0,0,0,0.6,0,0,0,0
90.5,d_19970501,9.1,0,0,0,0,0,0.4,0,0,0,0
91.6,d_19970601,8,0,0,0,0,0,0.4,0,0,0,0
81.9,d_19970701,18.1,10,0,0,0,0,0,0,0,0,0
