near-normal,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
21.1,d_19300301,78.9,28.1,5.3,0,0,0,0,0,0,0,0
2.3,d_19300401,97.6,35.4,10.9,0.4,0,0,0,0,0,0,0
18.1,d_19300501,81.9,30.5,7.2,0,0,0,0,0,0,0,0
11.2,d_19300601,88.8,30.2,4,0,0,0,0,0,0,0,0
29.1,d_19300701,71,23,0,0,0,0,0,0,0,0,0
74.6,d_19300801,25.4,9,0,0,0,0,0,0,0,0,0
99.1,d_19300901,0,0,0,0,0,0,0.9,0,0,0,0
93.6,d_19301001,6.4,0,0,0,0,0,0,0,0,0,0
84.4,d_19301101,0,0,0,0,0,0,15.6,0.6,0,0,0
11.8,d_19301201,88.2,64,0,0,0,0,0,0,0,0,0
100,d_19310101,0,0,0,0,0,0,0,0,0,0,0
100,d_19310201,0,0,0,0,0,0,0,0,0,0,0
17.1,d_19310301,82.9,11.9,0,0,0,0,0,0,0,0,0
59.6,d_19310401,40.4,3.4,0,0,0,0,0,0,0,0,0
86.4,d_19310501,13.7,1.7,0,0,0,0,0,0,0,0,0
89.4,d_19310601,10.6,0,0,0,0,0,0,0,0,0,0
93.2,d_19310701,6.8,0,0,0,0,0,0,0,0,0,0
93.5,d_19310801,6.5,0,0,0,0,0,0,0,0,0,0
100,d_19310901,0,0,0,0,0,0,0,0,0,0,0
98,d_19311001,2,0,0,0,0,0,0,0,0,0,0
99.4,d_19311101,0.6,0,0,0,0,0,0,0,0,0,0
0,d_19311201,0,0,0,0,0,0,100,100,100,95.7,0.6
0,d_19320101,0,0,0,0,0,0,99.9,98.2,1,0,0
0,d_19320201,0,0,0,0,0,0,100,100,12.9,0,0
7.3,d_19320301,0,0,0,0,0,0,92.7,14.7,0,0,0
37.5,d_19320401,0,0,0,0,0,0,62.4,1,0,0,0
66.3,d_19320501,0,0,0,0,0,0,33.6,0.6,0,0,0
58.4,d_19320601,0,0,0,0,0,0,41.6,1,0,0,0
13.5,d_19320701,0,0,0,0,0,0,86.5,7.3,0,0,0
61.6,d_19320801,0,0,0,0,0,0,38.4,0.9,0,0,0
100,d_19320901,0,0,0,0,0,0,0,0,0,0,0
100,d_19321001,0,0,0,0,0,0,0,0,0,0,0
0,d_19321101,100,100,99.4,97.1,91.2,0,0,0,0,0,0
1.4,d_19321201,98.7,97.1,76.7,31.6,0,0,0,0,0,0,0
67.5,d_19330101,0,0,0,0,0,0,32.5,0.6,0,0,0
100,d_19330201,0,0,0,0,0,0,0,0,0,0,0
21.2,d_19330301,78.8,10.4,0,0,0,0,0,0,0,0,0
4.7,d_19330401,95.3,52.1,0,0,0,0,0,0,0,0,0
1.7,d_19330501,98.2,57.8,0,0,0,0,0,0,0,0,0
7.8,d_19330601,92.2,57.6,0,0,0,0,0,0,0,0,0
16.8,d_19330701,83.2,37,0,0,0,0,0,0,0,0,0
56.9,d_19330801,43.1,0,0,0,0,0,0,0,0,0,0
100,d_19330901,0,0,0,0,0,0,0,0,0,0,0
0,d_19331001,99.9,99.9,99.9,96.5,0.7,0,0,0,0,0,0
0,d_19331101,100,100,100,98.8,30.1,0,0,0,0,0,0
88.3,d_19331201,0,0,0,0,0,0,11.7,0,0,0,0
77.3,d_19340101,10.7,1.8,0,0,0,0,12,0,0,0,0
82,d_19340201,17.3,7.3,0,0,0,0,0.7,0,0,0,0
46.7,d_19340301,53.3,28.6,8.6,2.1,0,0,0,0,0,0,0
28.8,d_19340401,71.1,42.7,12.8,5,0.4,0,0,0,0,0,0
19.3,d_19340501,80.7,51.8,16.1,8.6,1.8,0,0,0,0,0,0
24.7,d_19340601,75.2,46.3,12.1,4.9,0.4,0,0,0,0,0,0
27.5,d_19340701,72.5,46.3,12.9,6.8,0.4,0,0,0,0,0,0
51.2,d_19340801,48.8,23.7,6.1,2.1,0,0,0,0,0,0,0
8.9,d_19340901,91.1,59.5,20.6,9.4,0,0,0,0,0,0,0
1.9,d_19341001,98.1,1.1,0,0,0,0,0,0,0,0,0
90.2,d_19341101,9.7,1,0,0,0,0,0,0,0,0,0
1,d_19341201,0,0,0,0,0,0,99,41.5,0,0,0
1,d_19350101,0,0,0,0,0,0,99,68.6,0,0,0
60,d_19350201,0,0,0,0,0,0,40,13.5,0,0,0
66.4,d_19350301,0,0,0,0,0,0,33.5,9.7,0,0,0
20.9,d_19350401,0,0,0,0,0,0,79,14.3,0,0,0
30.6,d_19350501,0,0,0,0,0,0,69.5,9.4,0,0,0
28.7,d_19350601,0,0,0,0,0,0,71.3,11.8,0,0,0
59.8,d_19350701,0,0,0,0,0,0,40.2,0.5,0,0,0
93.4,d_19350801,0,0,0,0,0,0,6.6,0,0,0,0
99.3,d_19350901,0,0,0,0,0,0,0.7,0,0,0,0
100,d_19351001,0,0,0,0,0,0,0,0,0,0,0
78.9,d_19351101,0,0,0,0,0,0,21.1,0,0,0,0
91.5,d_19351201,8.5,1.3,0,0,0,0,0,0,0,0,0
0,d_19360101,100,100,19.1,4.6,0,0,0,0,0,0,0
100,d_19360201,0,0,0,0,0,0,0,0,0,0,0
94.7,d_19360301,5.3,0,0,0,0,0,0,0,0,0,0
91.3,d_19360401,8.7,1,0,0,0,0,0,0,0,0,0
78.3,d_19360501,21.8,2.9,0,0,0,0,0,0,0,0,0
84.1,d_19360601,15.9,1.8,0,0,0,0,0,0,0,0,0
88.3,d_19360701,11.6,1,0,0,0,0,0,0,0,0,0
95.4,d_19360801,4.6,0,0,0,0,0,0,0,0,0,0
100,d_19360901,0,0,0,0,0,0,0,0,0,0,0
1,d_19361001,0,0,0,0,0,0,98.9,75,0,0,0
82.3,d_19361101,17.7,1.1,1.1,0.8,0,0,0,0,0,0,0
0,d_19361201,0,0,0,0,0,0,100,75.8,26.7,2.6,0
12.3,d_19370101,0,0,0,0,0,0,87.8,37.8,4,0,0
0,d_19370201,0,0,0,0,0,0,100,92,0.4,0,0
0,d_19370301,0,0,0,0,0,0,100,96.2,25,0,0
0,d_19370401,0,0,0,0,0,0,100,91.5,0,0,0
0,d_19370501,0,0,0,0,0,0,100,91.1,0,0,0
0,d_19370601,0,0,0,0,0,0,100,91.1,0,0,0
3.3,d_19370701,0,0,0,0,0,0,96.7,64,0,0,0
0,d_19370801,0,0,0,0,0,0,100,92,1.4,0,0
43.3,d_19370901,0,0,0,0,0,0,56.6,20.8,0,0,0
23.5,d_19371001,0,0,0,0,0,0,76.5,40.9,0,0,0
100,d_19371101,0,0,0,0,0,0,0,0,0,0,0
24.8,d_19371201,75.1,19.4,0,0,0,0,0,0,0,0,0
88.3,d_19380101,11.7,0,0,0,0,0,0,0,0,0,0
80.9,d_19380201,0,0,0,0,0,0,19.1,0,0,0,0
0,d_19380301,0,0,0,0,0,0,100,97,19.7,0,0
0,d_19380401,0,0,0,0,0,0,100,97,21.8,0,0
0,d_19380501,0,0,0,0,0,0,100,95.9,15.4,0,0
0,d_19380601,0,0,0,0,0,0,100,96.6,18.8,0,0
0,d_19380701,0,0,0,0,0,0,100,100,43.7,0,0
0,d_19380801,0,0,0,0,0,0,99.9,99.9,65.2,3.1,0
0,d_19380901,0,0,0,0,0,0,100,100,49,0,0
0,d_19381001,0,0,0,0,0,0,100,100,100,54.8,0
0,d_19381101,0,0,0,0,0,0,100,95.9,61.7,10.8,0
11.2,d_19381201,0,0,0,0,0,0,88.8,21.1,3.3,0,0
69.7,d_19390101,0,0,0,0,0,0,30.3,5.8,0,0,0
96,d_19390201,0,0,0,0,0,0,4,0,0,0,0
100,d_19390301,0,0,0,0,0,0,0,0,0,0,0
100,d_19390401,0,0,0,0,0,0,0,0,0,0,0
100,d_19390501,0,0,0,0,0,0,0,0,0,0,0
100,d_19390601,0,0,0,0,0,0,0,0,0,0,0
100,d_19390701,0,0,0,0,0,0,0,0,0,0,0
97.4,d_19390801,0,0,0,0,0,0,2.6,0,0,0,0
86.1,d_19390901,13.9,0,0,0,0,0,0,0,0,0,0
37.9,d_19391001,62.1,3.2,0,0,0,0,0,0,0,0,0
35.9,d_19391101,64.1,38.8,0,0,0,0,0,0,0,0,0
1.5,d_19391201,98.5,88.4,4.4,0,0,0,0,0,0,0,0
100,d_19400101,0,0,0,0,0,0,0,0,0,0,0
97.9,d_19400201,0,0,0,0,0,0,2.1,0,0,0,0
100,d_19400301,0,0,0,0,0,0,0,0,0,0,0
100,d_19400401,0,0,0,0,0,0,0,0,0,0,0
100,d_19400501,0,0,0,0,0,0,0,0,0,0,0
84.5,d_19400601,15.5,0,0,0,0,0,0,0,0,0,0
94.6,d_19400701,5.4,0,0,0,0,0,0,0,0,0,0
99,d_19400801,0,0,0,0,0,0,1,0,0,0,0
88.7,d_19400901,0,0,0,0,0,0,11.2,1,0,0,0
96.7,d_19401001,0,0,0,0,0,0,3.3,0,0,0,0
16.5,d_19401101,83.6,0.7,0,0,0,0,0,0,0,0,0
0,d_19401201,0,0,0,0,0,0,99.9,99.9,76.7,14.5,0
0,d_19410101,0,0,0,0,0,0,100,93.6,58.3,12.7,0
0,d_19410201,0,0,0,0,0,0,100,100,95.2,73.9,16
0,d_19410301,0,0,0,0,0,0,100,100,100,99.9,86.3
0,d_19410401,0,0,0,0,0,0,100,100,100,100,95
0,d_19410501,0,0,0,0,0,0,100,100,100,100,95.5
0,d_19410601,0,0,0,0,0,0,100,100,100,100,95.5
0,d_19410701,0,0,0,0,0,0,100,100,100,100,93.9
0,d_19410801,0,0,0,0,0,0,100,100,100,100,95.8
0,d_19410901,0,0,0,0,0,0,100,100,100,99.9,45.1
0,d_19411001,0,0,0,0,0,0,100,100,100,100,93.5
0,d_19411101,0,0,0,0,0,0,100,100,100,99,73.9
0,d_19411201,0,0,0,0,0,0,99.9,98.9,96.8,48.6,6.5
82.1,d_19420101,0,0,0,0,0,0,17.9,1,0,0,0
78.8,d_19420201,21.2,0,0,0,0,0,0,0,0,0,0
24.3,d_19420301,75.7,3.3,0,0,0,0,0,0,0,0,0
96.7,d_19420401,3.3,0,0,0,0,0,0,0,0,0,0
95.2,d_19420501,4.8,0,0,0,0,0,0,0,0,0,0
95.7,d_19420601,4.3,0,0,0,0,0,0,0,0,0,0
85.1,d_19420701,14.9,3.5,0,0,0,0,0,0,0,0,0
96.5,d_19420801,3.5,0,0,0,0,0,0,0,0,0,0
1.4,d_19420901,98.6,26.9,0,0,0,0,0,0,0,0,0
96,d_19421001,4,0,0,0,0,0,0,0,0,0,0
100,d_19421101,0,0,0,0,0,0,0,0,0,0,0
98.5,d_19421201,0,0,0,0,0,0,1.5,0,0,0,0
0,d_19430101,0,0,0,0,0,0,100,98.2,4.8,0,0
1,d_19430201,0,0,0,0,0,0,99,80.7,1.1,0,0
1,d_19430301,0,0,0,0,0,0,98.9,95.7,2.6,0,0
1,d_19430401,0,0,0,0,0,0,99,95.7,1.9,0,0
1,d_19430501,0,0,0,0,0,0,98.9,92.8,0.7,0,0
1,d_19430601,0,0,0,0,0,0,98.9,94.4,0.7,0,0
1,d_19430701,0,0,0,0,0,0,98.9,94.9,0.7,0,0
1,d_19430801,0,0,0,0,0,0,98.9,97.1,3,0,0
0,d_19430901,0,0,0,0,0,0,100,99,12.9,0,0
96.6,d_19431001,1,0,0,0,0,0,2.4,0,0,0,0
98.9,d_19431101,1,1,0,0,0,0,0,0,0,0,0
4.2,d_19431201,0,0,0,0,0,0,95.8,55.3,4.5,0,0
83.1,d_19440101,0.3,0,0,0,0,0,16.6,0,0,0,0
0,d_19440201,0,0,0,0,0,0,100,73.3,7.9,0,0
14.4,d_19440301,0,0,0,0,0,0,85.5,49.7,0.7,0,0
23.3,d_19440401,0,0,0,0,0,0,76.8,42.7,0.4,0,0
28.8,d_19440501,0,0,0,0,0,0,71.1,38.9,0,0,0
26.6,d_19440601,0,0,0,0,0,0,73.4,40.4,0,0,0
20.5,d_19440701,0,0,0,0,0,0,79.4,44.2,0.7,0,0
0.4,d_19440801,0,0,0,0,0,0,99.5,59.9,5.4,0,0
76.2,d_19440901,0,0,0,0,0,0,23.8,0,0,0,0
4.8,d_19441001,0,0,0,0,0,0,95.2,28.8,0,0,0
76.6,d_19441101,0,0,0,0,0,0,23.4,2.7,0,0,0
98.9,d_19441201,0,0,0,0,0,0,1.1,0,0,0,0
37.8,d_19450101,62.2,9.3,0,0,0,0,0,0,0,0,0
86.9,d_19450201,13.1,0,0,0,0,0,0,0,0,0,0
100,d_19450301,0,0,0,0,0,0,0,0,0,0,0
100,d_19450401,0,0,0,0,0,0,0,0,0,0,0
97.3,d_19450501,2.7,0,0,0,0,0,0,0,0,0,0
100,d_19450601,0,0,0,0,0,0,0,0,0,0,0
100,d_19450701,0,0,0,0,0,0,0,0,0,0,0
56.5,d_19450801,43.5,1.3,0,0,0,0,0,0,0,0,0
98.7,d_19450901,1.3,0,0,0,0,0,0,0,0,0,0
90.3,d_19451001,0,0,0,0,0,0,9.8,0.4,0,0,0
100,d_19451101,0,0,0,0,0,0,0,0,0,0,0
71.9,d_19451201,0,0,0,0,0,0,28,1.2,1,0,0
80.3,d_19460101,18.6,0,0,0,0,0,1,0.6,0,0,0
48.7,d_19460201,51.3,22,0,0,0,0,0,0,0,0,0
85.4,d_19460301,12.8,0,0,0,0,0,1.8,0,0,0,0
73.9,d_19460401,25.9,0,0,0,0,0,0.3,0,0,0,0
67,d_19460501,33,4.7,0,0,0,0,0,0,0,0,0
69.6,d_19460601,30.3,1.4,0,0,0,0,0,0,0,0,0
64.4,d_19460701,35.6,2.9,0,0,0,0,0,0,0,0,0
86.5,d_19460801,12.4,0,0,0,0,0,1,0,0,0,0
38.9,d_19460901,61,20.2,0,0,0,0,0,0,0,0,0
100,d_19461001,0,0,0,0,0,0,0,0,0,0,0
0,d_19461101,0,0,0,0,0,0,100,100,95.5,17.3,0
0,d_19461201,0,0,0,0,0,0,99.9,99.9,37.5,13,0
44.2,d_19470101,0,0,0,0,0,0,55.8,14.5,0,0,0
98.9,d_19470201,0,0,0,0,0,0,1.1,0,0,0,0
98.6,d_19470301,1.4,0,0,0,0,0,0,0,0,0,0
71.9,d_19470401,28.1,0,0,0,0,0,0,0,0,0,0
65.3,d_19470501,34.7,0,0,0,0,0,0,0,0,0,0
67.4,d_19470601,32.6,0,0,0,0,0,0,0,0,0,0
68.5,d_19470701,31.5,0,0,0,0,0,0,0,0,0,0
0,d_19470801,100,100,45.3,19.6,0,0,0,0,0,0,0
0,d_19470901,100,100,100,80.2,19.9,0,0,0,0,0,0
0,d_19471001,100,100,78,12.3,0,0,0,0,0,0,0
0,d_19471101,99.9,99.9,96.8,76.5,1.4,0,0,0,0,0,0
0,d_19471201,100,98.5,67.6,44.6,6.8,0,0,0,0,0,0
0,d_19480101,100,100,99.6,90.6,43.2,0,0,0,0,0,0
0,d_19480201,99.9,99.9,99.9,95.5,60.8,0,0,0,0,0,0
0,d_19480301,100,100,89.9,22.4,0,0,0,0,0,0,0
0,d_19480401,100,100,58.1,1,0,0,0,0,0,0,0
0,d_19480501,99.9,99.9,80.8,12,0,0,0,0,0,0,0
0,d_19480601,100,100,68.7,2.5,0,0,0,0,0,0,0
0,d_19480701,100,100,52.1,1.2,0,0,0,0,0,0,0
0,d_19480801,100,91.3,1,0,0,0,0,0,0,0,0
0,d_19480901,100,41.4,0,0,0,0,0,0,0,0,0
90.1,d_19481001,9.9,0,0,0,0,0,0,0,0,0,0
73.2,d_19481101,26.8,4.5,0,0,0,0,0,0,0,0,0
76.1,d_19481201,23.9,1.3,0,0,0,0,0,0,0,0,0
5.8,d_19490101,94.2,27.7,0,0,0,0,0,0,0,0,0
0,d_19490201,100,87.4,9.2,0,0,0,0,0,0,0,0
0,d_19490301,100,95.4,8.5,0,0,0,0,0,0,0,0
0,d_19490401,99.9,99.9,45.7,1,0,0,0,0,0,0,0
0,d_19490501,99.9,97,23.5,1,0,0,0,0,0,0,0
0,d_19490601,99.9,94.4,16.3,1,0,0,0,0,0,0,0
0,d_19490701,100,87.9,4.4,0.9,0,0,0,0,0,0,0
9.6,d_19490801,90.4,37.6,0,0,0,0,0,0,0,0,0
9.2,d_19490901,90.8,54.1,0,0,0,0,0,0,0,0,0
3.1,d_19491001,96.9,65.5,0,0,0,0,0,0,0,0,0
10.2,d_19491101,89.8,24,0,0,0,0,0,0,0,0,0
98.2,d_19491201,1.8,0,0,0,0,0,0,0,0,0,0
100,d_19500101,0,0,0,0,0,0,0,0,0,0,0
88.3,d_19500201,11.7,0,0,0,0,0,0,0,0,0,0
40.4,d_19500301,59.6,4.9,0,0,0,0,0,0,0,0,0
27.8,d_19500401,72.2,7,0,0,0,0,0,0,0,0,0
8.3,d_19500501,91.6,22,0,0,0,0,0,0,0,0,0
18.1,d_19500601,81.9,11.7,0,0,0,0,0,0,0,0,0
43.6,d_19500701,56.5,0.6,0,0,0,0,0,0,0,0,0
48.3,d_19500801,51.7,0,0,0,0,0,0,0,0,0,0
18.9,d_19500901,81.1,3.4,0,0,0,0,0,0,0,0,0
12.4,d_19501001,87.5,10.7,0,0,0,0,0,0,0,0,0
2.7,d_19501101,97.3,39.7,2.5,0,0,0,0,0,0,0,0
1,d_19501201,99,97.8,8.9,1,0,0,0,0,0,0,0
9.7,d_19510101,90.3,32.2,0.2,0,0,0,0,0,0,0,0
0.4,d_19510201,99.5,93.3,4.9,0.2,0,0,0,0,0,0,0
0,d_19510301,100,100,75.2,7.2,0,0,0,0,0,0,0
0,d_19510401,100,93.1,21,1.4,0,0,0,0,0,0,0
0,d_19510501,100,98.6,44.1,3.4,0,0,0,0,0,0,0
0,d_19510601,100,99.8,52.1,6.8,0,0,0,0,0,0,0
0,d_19510701,100,100,56.8,5.3,0,0,0,0,0,0,0
0,d_19510801,100,95.9,26.8,0.4,0,0,0,0,0,0,0
12.9,d_19510901,87.1,26.4,0,0,0,0,0,0,0,0,0
7.4,d_19511001,92.6,52.6,0,0,0,0,0,0,0,0,0
54.4,d_19511101,45.6,14.4,0,0,0,0,0,0,0,0,0
5.9,d_19511201,0,0,0,0,0,0,94,69.4,2,0,0
0,d_19520101,0,0,0,0,0,0,100,100,98.3,71.5,2.2
0,d_19520201,0,0,0,0,0,0,99.9,98.6,13.6,0,0
0,d_19520301,0,0,0,0,0,0,100,100,93.6,28.9,0
0,d_19520401,0,0,0,0,0,0,100,100,94.1,35.1,0
0,d_19520501,0,0,0,0,0,0,100,100,90.6,32.2,0
0,d_19520601,0,0,0,0,0,0,100,100,91.3,32.2,0
0,d_19520701,0,0,0,0,0,0,100,100,95.8,40.6,0.5
0,d_19520801,0,0,0,0,0,0,100,100,97.8,27.7,0
0,d_19520901,0,0,0,0,0,0,100,100,54.8,0,0
81,d_19521001,0,0,0,0,0,0,19,0,0,0,0
0,d_19521101,0,0,0,0,0,0,100,100,99.4,51.8,0
0,d_19521201,0,0,0,0,0,0,100,100,3.2,0,0
92.6,d_19530101,0,0,0,0,0,0,7.4,0,0,0,0
98.1,d_19530201,1.9,0,0,0,0,0,0,0,0,0,0
11.3,d_19530301,88.7,12.1,0,0,0,0,0,0,0,0,0
14.8,d_19530401,85.2,0.6,0,0,0,0,0,0,0,0,0
12.5,d_19530501,87.5,15.6,0,0,0,0,0,0,0,0,0
13.6,d_19530601,86.4,7.1,0,0,0,0,0,0,0,0,0
21.1,d_19530701,78.9,0,0,0,0,0,0,0,0,0,0
0.4,d_19530801,99.6,84.2,0,0,0,0,0,0,0,0,0
0,d_19530901,100,100,98.7,26.5,0,0,0,0,0,0,0
0,d_19531001,100,100,98.2,42.2,0,0,0,0,0,0,0
9.6,d_19531101,90.3,10.9,0,0,0,0,0,0,0,0,0
8.3,d_19531201,91.7,17.3,0,0,0,0,0,0,0,0,0
100,d_19540101,0,0,0,0,0,0,0,0,0,0,0
100,d_19540201,0,0,0,0,0,0,0,0,0,0,0
100,d_19540301,0,0,0,0,0,0,0,0,0,0,0
100,d_19540401,0,0,0,0,0,0,0,0,0,0,0
100,d_19540501,0,0,0,0,0,0,0,0,0,0,0
100,d_19540601,0,0,0,0,0,0,0,0,0,0,0
100,d_19540701,0,0,0,0,0,0,0,0,0,0,0
96.6,d_19540801,3.4,0,0,0,0,0,0,0,0,0,0
98.7,d_19540901,0,0,0,0,0,0,1.3,0,0,0,0
91.9,d_19541001,8,0.4,0,0,0,0,0,0,0,0,0
90.9,d_19541101,9,3.1,0,0,0,0,0,0,0,0,0
0.6,d_19541201,99.3,94.2,5.1,0,0,0,0,0,0,0,0
100,d_19550101,0,0,0,0,0,0,0,0,0,0,0
100,d_19550201,0,0,0,0,0,0,0,0,0,0,0
1.8,d_19550301,98.2,6.5,0,0,0,0,0,0,0,0,0
82.9,d_19550401,17.1,0,0,0,0,0,0,0,0,0,0
100,d_19550501,0,0,0,0,0,0,0,0,0,0,0
100,d_19550601,0,0,0,0,0,0,0,0,0,0,0
100,d_19550701,0,0,0,0,0,0,0,0,0,0,0
100,d_19550801,0,0,0,0,0,0,0,0,0,0,0
100,d_19550901,0,0,0,0,0,0,0,0,0,0,0
68.7,d_19551001,31.3,6.1,0,0,0,0,0,0,0,0,0
88.2,d_19551101,11.7,8.1,1.3,0,0,0,0,0,0,0,0
13.4,d_19551201,0,0,0,0,0,0,86.6,45.2,0,0,0
12,d_19560101,0,0,0,0,0,0,88,47.1,0,0,0
86.2,d_19560201,0.9,0,0,0,0,0,12.8,0,0,0,0
63.6,d_19560301,36.4,9.1,0,0,0,0,0,0,0,0,0
95.3,d_19560401,4.7,0,0,0,0,0,0,0,0,0,0
96,d_19560501,4,0,0,0,0,0,0,0,0,0,0
97,d_19560601,3,0,0,0,0,0,0,0,0,0,0
93.9,d_19560701,0.3,0,0,0,0,0,5.7,0,0,0,0
96.1,d_19560801,0,0,0,0,0,0,3.9,0,0,0,0
97.5,d_19560901,1.6,0,0,0,0,0,1,0,0,0,0
20.9,d_19561001,79,8.5,0,0,0,0,0,0,0,0,0
28.5,d_19561101,71.5,26.8,0,0,0,0,0,0,0,0,0
65.4,d_19561201,34.5,7,0,0,0,0,0,0,0,0,0
91.9,d_19570101,8.1,0,0,0,0,0,0,0,0,0,0
22.5,d_19570201,77.5,3.7,0,0,0,0,0,0,0,0,0
8.9,d_19570301,91.1,22.1,0,0,0,0,0,0,0,0,0
13.3,d_19570401,86.7,0.3,0,0,0,0,0,0,0,0,0
33.6,d_19570501,66.4,0,0,0,0,0,0,0,0,0,0
47.8,d_19570601,52.2,0,0,0,0,0,0,0,0,0,0
57.4,d_19570701,42.6,0,0,0,0,0,0,0,0,0,0
100,d_19570801,0,0,0,0,0,0,0,0,0,0,0
99.4,d_19570901,0,0,0,0,0,0,0.6,0,0,0,0
99.6,d_19571001,0,0,0,0,0,0,0.4,0,0,0,0
98.2,d_19571101,0,0,0,0,0,0,1.8,0,0,0,0
0,d_19571201,0,0,0,0,0,0,100,78.7,0,0,0
64.8,d_19580101,0,0,0,0,0,0,35.2,0,0,0,0
0,d_19580201,0,0,0,0,0,0,100,81.1,0,0,0
0,d_19580301,0,0,0,0,0,0,100,100,13.3,0,0
0,d_19580401,0,0,0,0,0,0,100,100,99.4,34.6,0
0,d_19580501,0,0,0,0,0,0,99.9,99.9,99,34,0
0,d_19580601,0,0,0,0,0,0,100,100,99.5,33.7,0
0,d_19580701,0,0,0,0,0,0,100,100,96.5,24.4,0
0,d_19580801,0,0,0,0,0,0,100,100,99.5,30,0
0,d_19580901,0,0,0,0,0,0,99.9,99.9,76.5,11.1,0
0,d_19581001,0,0,0,0,0,0,100,100,100,84.3,10.2
0,d_19581101,0,0,0,0,0,0,100,100,90.4,33.8,8.5
81.6,d_19581201,1.2,0,0,0,0,0,17.2,5,0,0,0
2.6,d_19590101,97.4,82.5,36.4,3.7,0,0,0,0,0,0,0
21.4,d_19590201,78.6,23.9,0,0,0,0,0,0,0,0,0
0,d_19590301,99.9,95,22.8,0,0,0,0,0,0,0,0
0,d_19590401,100,95.4,31.5,0,0,0,0,0,0,0,0
0,d_19590501,99.9,99.3,51.2,1,0,0,0,0,0,0,0
0,d_19590601,100,100,60.8,12.4,0,0,0,0,0,0,0
0,d_19590701,100,98.8,46.7,7.9,0,0,0,0,0,0,0
0.2,d_19590801,99.8,89.9,12.6,1.9,0,0,0,0,0,0,0
55.9,d_19590901,44.1,10.3,0,0,0,0,0,0,0,0,0
44.7,d_19591001,55.3,15.4,4.1,0,0,0,0,0,0,0,0
0,d_19591101,100,100,100,100,100,0,0,0,0,0,0
0,d_19591201,100,100,82.3,16.6,1.6,0,0,0,0,0,0
4.9,d_19600101,95.1,15.1,0,0,0,0,0,0,0,0,0
17.7,d_19600201,82.3,13.3,0,0,0,0,0,0,0,0,0
0,d_19600301,100,98.3,6.8,0,0,0,0,0,0,0,0
0,d_19600401,100,51.8,2.6,0,0,0,0,0,0,0,0
0,d_19600501,100,78.6,8,0,0,0,0,0,0,0,0
0,d_19600601,99.9,76.4,7,0,0,0,0,0,0,0,0
0,d_19600701,100,53.8,0.3,0,0,0,0,0,0,0,0
40.7,d_19600801,59.3,8.6,0,0,0,0,0,0,0,0,0
83.9,d_19600901,16.1,0,0,0,0,0,0,0,0,0,0
34.1,d_19601001,66,19,0,0,0,0,0,0,0,0,0
98.1,d_19601101,0,0,0,0,0,0,1.9,0,0,0,0
81.5,d_19601201,0,0,0,0,0,0,18.5,0,0,0,0
80.1,d_19610101,19.9,0,0,0,0,0,0,0,0,0,0
0,d_19610201,100,75.3,0.4,0,0,0,0,0,0,0,0
0,d_19610301,100,97.5,49.1,0.7,0,0,0,0,0,0,0
0,d_19610401,100,99.9,72.8,17.3,0,0,0,0,0,0,0
0,d_19610501,100,99.9,82.4,43.1,0,0,0,0,0,0,0
0,d_19610601,100,99.9,77.2,32.7,0,0,0,0,0,0,0
0,d_19610701,100,98.6,69.5,14.8,0,0,0,0,0,0,0
0,d_19610801,100,100,100,99.9,95.4,0,0,0,0,0,0
0,d_19610901,100,100,98,86.9,6.3,0,0,0,0,0,0
0,d_19611001,99.9,99.9,98.1,90.2,80.5,0,0,0,0,0,0
11.4,d_19611101,88.6,12.2,0,0,0,0,0,0,0,0,0
96.4,d_19611201,3.6,0,0,0,0,0,0,0,0,0,0
100,d_19620101,0,0,0,0,0,0,0,0,0,0,0
0,d_19620201,0,0,0,0,0,0,100,100,100,37.7,0
0,d_19620301,0,0,0,0,0,0,100,100,41.9,0,0
0,d_19620401,0,0,0,0,0,0,100,99.6,6.4,0,0
0,d_19620501,0,0,0,0,0,0,100,99.7,2.4,0,0
0,d_19620601,0,0,0,0,0,0,100,99.6,4,0,0
0,d_19620701,0,0,0,0,0,0,100,100,22.9,0,0
0,d_19620801,0,0,0,0,0,0,100,94.4,0,0,0
0,d_19620901,0,0,0,0,0,0,100,100,8.8,0,0
0,d_19621001,0,0,0,0,0,0,100,100,72.1,5.8,0
0,d_19621101,100,100,97.4,77.5,6.2,0,0,0,0,0,0
0,d_19621201,100,100,100,100,100,0,0,0,0,0,0
0,d_19630101,100,100,100,99.6,82.6,0,0,0,0,0,0
0,d_19630201,100,100,58.6,11.7,0,0,0,0,0,0,0
0,d_19630301,100,99.9,15.1,0,0,0,0,0,0,0,0
0,d_19630401,100,70.9,0,0,0,0,0,0,0,0,0
0,d_19630501,100,78,0,0,0,0,0,0,0,0,0
0,d_19630601,100,64.9,0,0,0,0,0,0,0,0,0
0.2,d_19630701,99.9,50.7,0,0,0,0,0,0,0,0,0
50,d_19630801,50,0,0,0,0,0,0,0,0,0,0
100,d_19630901,0,0,0,0,0,0,0,0,0,0,0
13.7,d_19631001,0,0,0,0,0,0,86.3,9.9,0,0,0
0,d_19631101,0,0,0,0,0,0,100,100,11.4,3.6,0
52.5,d_19631201,0,0,0,0,0,0,47.6,11.3,0.6,0,0
97.8,d_19640101,0,0,0,0,0,0,2.2,0,0,0,0
